Team,Pos,Penalty,Games,Name,Age,Tgt,Rec,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Fumbles,PPG,ol,rb,wr,qb,te
crd,WR,1.0,8,Andre Baccellia,26.0,1.25,0.875,0.0,0.0,0.0,5.625,0.0,0.0,1.0,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,1.0,12,Marquise Brown,26.0,8.916666666666666,5.583333333333333,0.08333333333333333,0.0,0.08333333333333333,59.083333333333336,0.25,0.08333333333333333,10.041666666666668,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,RB,1.0,9,Corey Clement,29.0,0.7777777777777778,0.5555555555555556,6.111111111111111,0.1111111111111111,1.6666666666666667,6.0,0.0,0.0,2.1555555555555554,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,RB,1.0,13,James Conner,28.0,4.461538461538462,3.5384615384615383,60.15384615384615,0.5384615384615384,14.076923076923077,23.076923076923077,0.07692307692307693,0.23076923076923078,13.323076923076925,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,0.9384615384615385,13,Pharoh Cooper,28.0,1.0,0.46153846153846156,1.3846153846153846,0.0,0.38461538461538464,3.0,0.0,0.0,0.6692307692307693,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,1.0,16,Greg Dortch,25.0,4.0,3.25,2.75,0.0,0.4375,29.1875,0.125,0.0625,5.44375,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,TE,1.0,10,Zach Ertz,33.0,6.9,4.7,0.0,0.0,0.0,40.6,0.4,0.0,8.81,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,1.0,9,DeAndre Hopkins,31.0,10.666666666666666,7.111111111111111,0.0,0.0,0.0,79.66666666666667,0.3333333333333333,0.2222222222222222,13.07777777777778,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,RB,1.0,12,Keaontay Ingram,24.0,0.4166666666666667,0.3333333333333333,5.0,0.08333333333333333,2.25,1.75,0.0,0.0,1.3416666666666668,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,TE,1.0,16,Trey McBride,24.0,2.4375,1.8125,0.0,0.0,0.0,16.5625,0.0625,0.0625,2.8125,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,1.0,8,Rondale Moore,23.0,7.0,5.125,-0.625,0.0,0.75,51.75,0.125,0.0,8.425,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,1.0,17,Zach Pascal,29.0,1.1176470588235294,0.8823529411764706,0.0,0.0,0.058823529411764705,8.823529411764707,0.058823529411764705,0.0,1.6764705882352942,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,0.9,7,Auden Tate,26.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,5.571428571428571,0.14285714285714285,0.0,1.6285714285714283,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,RB,0.9071428571428573,14,Ty\'Son Williams,27.0,0.9285714285714286,0.7142857142857143,13.214285714285714,0.07142857142857142,2.5,6.357142857142857,0.0,0.07142857142857142,2.6,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
crd,WR,0.8,13,Javon Wims,29.0,0.9230769230769231,0.46153846153846156,0.15384615384615385,0.0,0.07692307692307693,3.6923076923076925,0.07692307692307693,0.0,1.076923076923077,4.999999999999999,5.199999999999999,5.430000000000001,8.0,2.8000000000000003
atl,RB,1.0,16,Tyler Allgeier,23.0,1.0625,1.0,64.6875,0.1875,13.125,8.6875,0.0625,0.0,9.3375,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,WR,0.9333333333333333,15,Frank Darby,26.0,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,1.9333333333333333,0.0,0.0,0.26,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,TE,1.0,11,Feleipe Franks,26.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,TE,1.0,17,Parker Hesse,28.0,0.6470588235294118,0.5294117647058824,0.0,0.0,0.0,5.235294117647059,0.0,0.0,0.7882352941176471,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,WR,1.0,17,KhaDarel Hodge,28.0,1.1764705882352942,0.7647058823529411,0.0,0.0,0.0,11.882352941176471,0.058823529411764705,0.0,1.9235294117647057,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,WR,1.0,17,Mack Hollins,30.0,5.529411764705882,3.3529411764705883,2.3529411764705883,0.0,0.23529411764705882,40.588235294117645,0.23529411764705882,0.0,7.38235294117647,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,RB,1.0,12,Caleb Huntley,25.0,0.16666666666666666,0.16666666666666666,30.5,0.08333333333333333,6.333333333333333,0.25,0.0,0.08333333333333333,3.491666666666667,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,WR,1.0,17,Drake London,22.0,6.882352941176471,4.235294117647059,0.0,0.0,0.0,50.94117647058823,0.23529411764705882,0.17647058823529413,8.270588235294118,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,WR,1.0,15,Scott Miller,26.0,2.6666666666666665,1.5333333333333334,0.5333333333333333,0.0,0.06666666666666667,12.333333333333334,0.0,0.0,2.0533333333333332,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,RB,1.0,13,Cordarrelle Patterson,32.0,2.3846153846153846,1.6153846153846154,53.46153846153846,0.6153846153846154,11.076923076923077,9.384615384615385,0.0,0.07692307692307693,10.630769230769234,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,TE,1.0,10,Kyle Pitts,23.0,5.9,2.8,0.0,0.0,0.0,35.6,0.2,0.0,6.16,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,TE,1.0,14,Jonnu Smith,28.0,2.7142857142857144,1.9285714285714286,0.35714285714285715,0.0,0.07142857142857142,17.5,0.0,0.07142857142857142,2.607142857142857,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,RB,1.0,17,Keith Smith,31.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.47058823529411764,0.0,0.0,0.08823529411764705,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
atl,RB,1.0,17,Avery Williams,25.0,0.8235294117647058,0.7647058823529411,6.411764705882353,0.058823529411764705,1.2941176470588236,3.588235294117647,0.0,0.058823529411764705,1.6176470588235294,7.200000000000001,7.699999999999999,6.335000000000001,6.0,3.6
rav,WR,1.0,16,Nelson Agholor,30.0,3.3125,1.9375,0.0,0.0,0.0,22.625,0.125,0.125,3.73125,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,TE,1.0,15,Mark Andrews,28.0,7.533333333333333,4.866666666666666,0.5333333333333333,0.0,0.2,56.46666666666667,0.3333333333333333,0.06666666666666667,10.0,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,0.9333333333333333,18,Rashod Bateman,24.0,5.333333333333333,3.388888888888889,0.0,0.0,0.0,44.44444444444444,0.16666666666666666,0.05555555555555555,7.027777777777779,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,0.9000000000000001,14,Odell Beckham Jr.,31.0,5.857142857142857,3.142857142857143,1.0,0.0,0.14285714285714285,38.357142857142854,0.35714285714285715,0.0,7.6499999999999995,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,RB,1.0,8,J.K. Dobbins,25.0,1.0,0.875,65.0,0.25,11.5,5.25,0.125,0.0,9.7125,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,1.0,14,Devin Duvernay,26.0,3.5,2.642857142857143,6.0,0.07142857142857142,0.8571428571428571,29.071428571428573,0.21428571428571427,0.07142857142857142,6.3999999999999995,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,RB,1.0,9,Gus Edwards,28.0,0.2222222222222222,0.0,48.111111111111114,0.3333333333333333,9.666666666666666,0.0,0.0,0.1111111111111111,6.5888888888888895,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,RB,1.0,15,Justice Hill,26.0,0.8,0.8,17.466666666666665,0.0,3.2666666666666666,3.8666666666666667,0.0,0.13333333333333333,2.2666666666666666,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,0.9384615384615385,13,Andy Isabella,27.0,0.46153846153846156,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,2.6153846153846154,0.0,0.0,0.3846153846153847,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,TE,1.0,16,Isaiah Likely,23.0,3.75,2.25,0.0,0.0,0.0,23.3125,0.1875,0.0,4.581250000000001,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,1.0,15,James Proche,27.0,1.1333333333333333,0.5333333333333333,0.0,0.0,0.0,4.133333333333334,0.0,0.0,0.68,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,RB,1.0,17,Patrick Ricard,29.0,0.7647058823529411,0.6470588235294118,0.9411764705882353,0.0,0.4117647058823529,4.352941176470588,0.0,0.0,0.8529411764705883,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,1.0,10,Mike Thomas,29.0,1.0,0.2,0.0,0.0,0.0,3.8,0.0,0.0,0.48,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
rav,WR,1.0,9,Tylan Wallace,24.0,0.7777777777777778,0.4444444444444444,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.5888888888888889,5.6000000000000005,3.7,4.140000000000001,12.0,7.2
buf,WR,0.9199999999999999,20,Cole Beasley,34.0,5.95,4.4,0.0,0.0,0.0,36.4,0.05,0.05,6.040000000000001,9.0,4.4,9.855,20.0,4.2
buf,RB,1.0,16,James Cook,24.0,2.0,1.3125,31.6875,0.125,5.5625,11.25,0.0625,0.0625,5.95,9.0,4.4,9.855,20.0,4.2
buf,WR,1.0,15,Gabriel Davis,24.0,6.2,3.2,0.0,0.0,0.0,55.733333333333334,0.4666666666666667,0.06666666666666667,9.840000000000002,9.0,4.4,9.855,20.0,4.2
buf,WR,1.0,16,Stefon Diggs,30.0,9.625,6.75,-0.1875,0.0,0.0625,89.3125,0.6875,0.0625,16.2875,9.0,4.4,9.855,20.0,4.2
buf,RB,1.0,15,Reggie Gilliam,26.0,0.6666666666666666,0.5333333333333333,0.0,0.0,0.0,4.6,0.06666666666666667,0.0,1.1266666666666667,9.0,4.4,9.855,20.0,4.2
buf,RB,1.0,11,Damien Harris,26.0,2.090909090909091,1.5454545454545454,42.0,0.2727272727272727,9.636363636363637,8.818181818181818,0.0,0.0,7.490909090909091,9.0,4.4,9.855,20.0,4.2
buf,WR,0.9235294117647059,17,Deonte Harty,26.0,3.588235294117647,2.235294117647059,2.411764705882353,0.0,0.29411764705882354,34.294117647058826,0.17647058823529413,0.17647058823529413,5.4941176470588236,9.0,4.4,9.855,20.0,4.2
buf,RB,1.0,16,Nyheim Hines,27.0,2.3125,1.875,2.0625,0.0625,1.5,15.0625,0.0625,0.125,3.1500000000000004,9.0,4.4,9.855,20.0,4.2
buf,WR,0.8,8,KeeSean Johnson,27.0,2.875,1.875,0.0,0.0,0.0,21.625,0.0,0.0,3.1,9.0,4.4,9.855,20.0,4.2
buf,TE,1.0,15,Dawson Knox,27.0,4.333333333333333,3.2,0.0,0.0,0.0,34.46666666666667,0.4,0.0,7.446666666666667,9.0,4.4,9.855,20.0,4.2
buf,TE,1.0,14,Quintin Morris,24.0,0.7857142857142857,0.5714285714285714,0.0,0.0,0.0,6.0,0.07142857142857142,0.07142857142857142,1.1714285714285717,9.0,4.4,9.855,20.0,4.2
buf,WR,0.911111111111111,9,Dezmon Patmon,25.0,1.1111111111111112,0.4444444444444444,0.0,0.0,0.0,5.0,0.1111111111111111,0.0,1.3888888888888888,9.0,4.4,9.855,20.0,4.2
buf,WR,1.0,14,Khalil Shakir,23.0,1.4285714285714286,0.7142857142857143,0.0,0.0,0.0,11.5,0.07142857142857142,0.0,1.935714285714286,9.0,4.4,9.855,20.0,4.2
buf,WR,1.0,17,Trent Sherfield,27.0,3.0,1.7647058823529411,0.0,0.0,0.0,24.529411764705884,0.11764705882352941,0.0,4.041176470588235,9.0,4.4,9.855,20.0,4.2
car,RB,1.0,13,Raheem Blackshear,24.0,0.9230769230769231,0.7692307692307693,5.923076923076923,0.23076923076923078,1.7692307692307692,7.153846153846154,0.0,0.07692307692307693,2.9230769230769234,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,1.0,14,Damiere Byrd,30.0,1.6428571428571428,0.9285714285714286,0.0,0.0,0.0,19.142857142857142,0.14285714285714285,0.0,3.2357142857142858,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,1.0,11,DJ Chark,27.0,4.7272727272727275,2.727272727272727,0.0,0.0,0.0,45.63636363636363,0.2727272727272727,0.0,7.563636363636363,6.199999999999999,8.2,5.095,8.0,3.6
car,RB,1.0,15,Chuba Hubbard,24.0,1.1333333333333333,0.9333333333333333,31.066666666666666,0.13333333333333333,6.333333333333333,11.4,0.0,0.13333333333333333,5.246666666666667,6.199999999999999,8.2,5.095,8.0,3.6
car,TE,1.0,13,Hayden Hurst,30.0,5.230769230769231,4.0,0.0,0.0,0.0,31.846153846153847,0.15384615384615385,0.0,6.107692307692308,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,1.0,14,Terrace Marshall Jr.,23.0,3.357142857142857,2.0,0.0,0.0,0.0,35.0,0.07142857142857142,0.14285714285714285,4.642857142857142,6.199999999999999,8.2,5.095,8.0,3.6
car,TE,1.0,15,Giovanni Ricci,27.0,0.6,0.5333333333333333,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.9333333333333333,6.199999999999999,8.2,5.095,8.0,3.6
car,RB,1.0,17,Miles Sanders,26.0,1.5294117647058822,1.1764705882352942,74.6470588235294,0.6470588235294118,15.235294117647058,4.588235294117647,0.0,0.11764705882352941,12.158823529411766,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,1.0,13,Laviska Shenault Jr.,25.0,2.4615384615384617,2.076923076923077,5.0,0.07692307692307693,0.6923076923076923,20.923076923076923,0.07692307692307693,0.0,4.5538461538461545,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,1.0,17,Shi Smith,25.0,2.411764705882353,1.2941176470588236,0.0,0.0,0.0,17.41176470588235,0.11764705882352941,0.23529411764705882,2.623529411764706,6.199999999999999,8.2,5.095,8.0,3.6
car,TE,1.0,14,Stephen Sullivan,27.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.4,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,1.0,17,Adam Thielen,33.0,6.294117647058823,4.117647058823529,0.23529411764705882,0.0,0.058823529411764705,42.11764705882353,0.35294117647058826,0.0,8.411764705882353,6.199999999999999,8.2,5.095,8.0,3.6
car,TE,1.0,17,Ian Thomas,27.0,1.7647058823529411,1.2352941176470589,0.0,0.0,0.0,11.588235294117647,0.0,0.0,1.7764705882352942,6.199999999999999,8.2,5.095,8.0,3.6
car,TE,1.0,17,Tommy Tremble,23.0,1.8823529411764706,1.1176470588235294,0.0,0.0,0.0,10.235294117647058,0.17647058823529413,0.058823529411764705,2.523529411764706,6.199999999999999,8.2,5.095,8.0,3.6
car,WR,0.9,8,Preston Williams,26.0,2.0,0.75,0.875,0.0,0.125,8.875,0.0,0.0,1.35,6.199999999999999,8.2,5.095,8.0,3.6
chi,RB,1.0,16,Khari Blasingame,27.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,1.0,15,Chase Claypool,25.0,5.266666666666667,3.066666666666667,3.933333333333333,0.0,0.6,30.066666666666666,0.06666666666666667,0.06666666666666667,5.2,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,RB,1.0,17,Trestan Ebner,24.0,0.47058823529411764,0.11764705882352941,3.176470588235294,0.0,1.411764705882353,0.47058823529411764,0.0,0.11764705882352941,0.18823529411764706,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,RB,1.0,17,D\'Onta Foreman,27.0,0.5294117647058824,0.29411764705882354,53.76470588235294,0.29411764705882354,11.941176470588236,1.5294117647058822,0.0,0.058823529411764705,7.323529411764707,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,RB,1.0,13,Khalil Herbert,25.0,0.9230769230769231,0.6923076923076923,56.23076923076923,0.3076923076923077,9.923076923076923,4.384615384615385,0.07692307692307693,0.0,8.715384615384616,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,RB,1.0,10,Travis Homer,25.0,1.8,1.6,7.4,0.0,1.9,15.7,0.1,0.1,3.51,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,1.0,12,Velus Jones Jr.,26.0,1.1666666666666667,0.5833333333333334,8.583333333333334,0.08333333333333333,0.75,8.916666666666666,0.08333333333333333,0.25,2.5416666666666665,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,TE,1.0,17,Cole Kmet,24.0,4.0588235294117645,2.9411764705882355,0.5294117647058824,0.0,0.11764705882352941,32.0,0.4117647058823529,0.058823529411764705,7.076470588235295,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,1.0,12,Darnell Mooney,26.0,5.083333333333333,3.3333333333333335,0.16666666666666666,0.0,0.08333333333333333,41.083333333333336,0.16666666666666666,0.0,6.791666666666667,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,1.0,17,D.J. Moore,26.0,6.9411764705882355,3.7058823529411766,3.1176470588235294,0.0,0.5882352941176471,52.23529411764706,0.4117647058823529,0.0,9.858823529411765,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,1.0,17,Dante Pettis,28.0,2.411764705882353,1.1176470588235294,2.176470588235294,0.0,0.11764705882352941,14.411764705882353,0.17647058823529413,0.058823529411764705,3.158823529411765,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,0.8,11,Joe Reed,25.0,0.09090909090909091,0.0,2.6363636363636362,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.8090909090909091,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,WR,1.0,16,Equanimeous St. Brown,27.0,2.375,1.3125,3.375,0.0,0.375,20.1875,0.0625,0.0625,3.2625,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
chi,TE,1.0,17,Robert Tonyan,29.0,3.9411764705882355,3.1176470588235294,0.0,0.0,0.0,27.647058823529413,0.11764705882352941,0.0,5.029411764705882,5.6,5.699999999999999,6.19,16.0,6.6000000000000005
cin,TE,1.0,12,Devin Asiasi,26.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.125,10.400000000000002,6.6,9.81,17.0,1.8
cin,WR,1.0,16,Tyler Boyd,29.0,5.125,3.625,0.0,0.0,0.0,47.625,0.3125,0.0,8.45,10.400000000000002,6.6,9.81,17.0,1.8
cin,WR,1.0,12,Ja\'Marr Chase,23.0,11.166666666666666,7.25,0.6666666666666666,0.0,0.4166666666666667,87.16666666666667,0.75,0.16666666666666666,16.575,10.400000000000002,6.6,9.81,17.0,1.8
cin,RB,1.0,12,Chris Evans,26.0,0.3333333333333333,0.25,0.0,0.0,0.0,3.1666666666666665,0.08333333333333333,0.0,0.9416666666666667,10.400000000000002,6.6,9.81,17.0,1.8
cin,WR,1.0,16,Tee Higgins,24.0,6.8125,4.625,0.0,0.0,0.0,64.3125,0.4375,0.0,11.36875,10.400000000000002,6.6,9.81,17.0,1.8
cin,TE,1.0,11,Tanner Hudson,29.0,1.3636363636363635,0.9090909090909091,0.0,0.0,0.0,12.0,0.0,0.0,1.6545454545454548,10.400000000000002,6.6,9.81,17.0,1.8
cin,WR,1.0,9,Trenton Irwin,28.0,2.5555555555555554,1.6666666666666667,1.2222222222222223,0.0,0.1111111111111111,25.666666666666668,0.4444444444444444,0.0,6.188888888888889,10.400000000000002,6.6,9.81,17.0,1.8
cin,RB,1.0,14,Joe Mixon,27.0,5.357142857142857,4.285714285714286,58.142857142857146,0.5,15.0,31.5,0.14285714285714285,0.0,14.964285714285715,10.400000000000002,6.6,9.81,17.0,1.8
cin,WR,1.0,14,Stanley Morgan Jr.,27.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.400000000000002,6.6,9.81,17.0,1.8
cin,TE,0.9105263157894737,19,Drew Sample,27.0,0.8947368421052632,0.6842105263157895,0.0,0.0,0.0,4.157894736842105,0.0,0.0,0.7578947368421053,10.400000000000002,6.6,9.81,17.0,1.8
cin,TE,1.0,8,Irv Smith Jr.,25.0,4.5,3.125,0.0,0.0,0.0,22.75,0.25,0.125,5.0875,10.400000000000002,6.6,9.81,17.0,1.8
cin,WR,1.0,16,Trent Taylor,29.0,0.625,0.375,0.9375,0.0,0.25,3.875,0.0,0.125,0.41875,10.400000000000002,6.6,9.81,17.0,1.8
cin,RB,1.0,8,Trayveon Williams,26.0,0.375,0.25,3.75,0.0,0.75,3.75,0.0,0.0,0.875,10.400000000000002,6.6,9.81,17.0,1.8
cle,TE,1.0,15,Jordan Akins,31.0,3.6,2.466666666666667,0.0,0.0,0.0,33.0,0.3333333333333333,0.06666666666666667,6.4,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,WR,1.0,16,David Bell,23.0,2.1875,1.5,0.0,0.0,0.0,13.375,0.0,0.0,2.0875000000000004,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,TE,1.0,17,Harrison Bryant,25.0,2.4705882352941178,1.8235294117647058,0.47058823529411764,0.0,0.058823529411764705,14.058823529411764,0.058823529411764705,0.0,2.7176470588235295,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,RB,1.0,17,Nick Chubb,28.0,2.176470588235294,1.588235294117647,89.70588235294117,0.7058823529411765,17.764705882352942,14.058823529411764,0.058823529411764705,0.058823529411764705,15.641176470588238,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,WR,1.0,17,Amari Cooper,29.0,7.764705882352941,4.588235294117647,0.0,0.0,0.0,68.23529411764706,0.5294117647058824,0.0,12.294117647058822,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,WR,1.0,12,Jaelon Darden,24.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,2.1666666666666665,0.0,0.0,0.31666666666666665,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,RB,1.0,8,Demetric Felton,25.0,0.5,0.25,-0.5,0.0,0.125,1.0,0.0,0.125,-0.07500000000000001,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
cle,RB,1.0,13,Jerome Ford,24.0,0.0,0.0,0.9230769230769231,0.0,0.6153846153846154,0.0,0.0,0.0,0.09230769230769231,7.6,8.399999999999999,8.335,4.0,5.6000000000000005
